"id","MQScore"
"186986","0.07530629999999999"
"119248","0.260205"
"61666","0.0685263"
"142217","0.057379"
"186572","0.031247300000000002"
"215248","0.12496199999999999"
"275099","0.065737"
"63607","0.691268"
"63817","0.956269"
"227974","0.173004"
"119241","0.348258"
"240930","0.0984455"
"186574","0.124402"
"252","0.0400325"
"10071","0.0205493"
"155436","0.0228878"
"111735","0.0328436"
"159146","0.097295"
"170259","0.07020080000000001"
"63840","0.955155"
"167655","0.80609"
"210482","0.0898946"
"159145","0.0957489"
"45504","0.0124774"
"199131","0.121004"
"168020","0.0650102"
"154719","0.0901966"
"119246","0.272498"
"63835","0.982218"
"189573","0.2107"
"170259","0.07020080000000001"
"119248","0.260205"
"298790","0.12572"
"186573","0.149428"
"306932","0.06530520000000001"
"63835","0.982218"
"300474","0.108528"
"119241","0.348258"
"210463","0.100311"
"301054","0.09214069999999999"
"164445","0.41528100000000007"
"240930","0.0984455"
"249627","0.11608399999999999"
"63817","0.956269"
"277038","0.13302999999999998"
"231507","0.055889999999999995"
"155494","0.0508559"
"119246","0.272498"
"98202","0.010746299999999999"
"223633","0.0313655"
"198915","0.12478"
"61666","0.0685263"
"164851","0.16986700000000002"
"322292","0.903624"
"63607","0.691268"
"314437","0.0895066"
"119262","0.215798"
"181518","0.744989"
"111651","0.10127799999999999"
"63605","0.9670000000000001"
"275099","0.065737"
"223634","0.022246099999999998"
"111735","0.0328436"
"167655","0.80609"
"314438","0.118523"
"118549","0.0291374"
"214133","0.0525871"
"181515","0.721566"
"63839","0.939991"
"296757","0.189937"
"201308","0.308116"
"186572","0.031247300000000002"
"92701","0.091894"
"199131","0.121004"
"63817","0.956269"
"186573","0.149428"
"92701","0.091894"
"64362","0.8749620000000001"
"59127","0.102216"
"119246","0.272498"
"170259","0.07020080000000001"
"63630","0.793131"
"186572","0.031247300000000002"
"168020","0.0650102"
"63607","0.691268"
"139674","0.0725548"
"231507","0.055889999999999995"
"249632","0.167354"
"63605","0.9670000000000001"
"119248","0.260205"
"322292","0.903624"
"248253","0.055404499999999995"
"119262","0.215798"
"111735","0.0328436"
"248255","0.0551377"
"254894","0.24719499999999997"
"154720","0.101263"
"63840","0.955155"
"183878","0.279791"
"167655","0.80609"
"240930","0.0984455"
"98259","0.816497"
"212973","0.0235275"
"270798","0.0600235"
"63835","0.982218"
"181517","0.799732"
"199131","0.121004"
"248636","0.159028"
"59145","0.284445"
"142217","0.057379"
"275099","0.065737"
"155436","0.0228878"
"63839","0.939991"
"154716","0.0354309"
"187605","0.147379"
"241107","0.0897735"
"189573","0.2107"
"118549","0.0291374"
"298790","0.12572"
"61666","0.0685263"
