"id","MQScore"
"297205","0.776261"
"280761","0.93979"
"227974","0.173004"
"240930","0.0984455"
"199131","0.121004"
"92910","0.14440999999999998"
"170259","0.07020080000000001"
"45504","0.0124774"
"275102","0.0912187"
"186572","0.031247300000000002"
"142223","0.030494900000000002"
"322287","0.904993"
"119262","0.215798"
"285","0.014419"
"240988","0.0772106"
"183347","0.095324"
"186573","0.149428"
"183348","0.142002"
"96792","0.148878"
"92701","0.091894"
"227335","0.0688552"
"322282","0.899517"
"119246","0.272498"
"174888","0.0515164"
"2379","0.719827"
"63839","0.939991"
"140036","0.0104639"
"297203","0.019821099999999998"
"297204","0.7989390000000001"
"119248","0.260205"
"270602","0.0473234"
"63835","0.982218"
"183908","0.121887"
"63607","0.691268"
"98259","0.816497"
"248645","0.0758494"
"254","0.014247399999999999"
"157301","0.743962"
"111735","0.0328436"
"154716","0.0354309"
"173792","0.689546"
"252","0.0400325"
"275099","0.065737"
"173779","0.817546"
"140471","0.137942"
"297182","0.8668049999999999"
"252","0.0400325"
"275099","0.065737"
"240930","0.0984455"
"306932","0.06530520000000001"
"262814","0.761146"
"223634","0.022246099999999998"
"282170","0.927688"
"68995","0.8984559999999999"
"119248","0.260205"
"262812","0.8219879999999999"
"254","0.014247399999999999"
"249703","0.183692"
"170259","0.07020080000000001"
"183875","0.317397"
"262815","0.74349"
"321913","0.658267"
"262828","0.770456"
"301056","0.107419"
"214133","0.0525871"
"45504","0.0124774"
"322292","0.903624"
"119241","0.348258"
"298790","0.12572"
"290679","0.9014639999999999"
"201308","0.308116"
"322287","0.904993"
"314437","0.0895066"
"111735","0.0328436"
"223632","0.018853099999999998"
"280761","0.93979"
"124231","0.0231738"
"186924","0.105752"
"199131","0.121004"
"155436","0.0228878"
"63840","0.955155"
"111651","0.10127799999999999"
"118549","0.0291374"
"322282","0.899517"
"61666","0.0685263"
"186573","0.149428"
"210463","0.100311"
"296757","0.189937"
"275123","0.0742273"
"63607","0.691268"
"164851","0.16986700000000002"
"119246","0.272498"
"155494","0.0508559"
"63835","0.982218"
"227335","0.0688552"
"63990","0.9077200000000001"
"183347","0.095324"
"61666","0.0685263"
"63817","0.956269"
"63605","0.9670000000000001"
"168020","0.0650102"
"189256","0.0447554"
"173779","0.817546"
"159146","0.097295"
"248636","0.159028"
"189259","0.173421"
"63607","0.691268"
"63840","0.955155"
"163084","0.30693400000000004"
"275099","0.065737"
"144101","0.0923202"
"111735","0.0328436"
"164050","0.07695980000000001"
"82818","0.033034"
"280164","0.0777323"
"173792","0.689546"
"142219","0.0663928"
"98212","0.87908"
"11390","0.10580899999999999"
"140036","0.0104639"
"119246","0.272498"
"154716","0.0354309"
"200536","0.11048599999999999"
"154711","0.0834088"
"11386","0.27881999999999996"
"174847","0.0130364"
"111426","0.054408500000000005"
"252","0.0400325"
"186572","0.031247300000000002"
"119248","0.260205"
"189646","0.140049"
"170259","0.07020080000000001"
"257078","0.0828557"
"2379","0.719827"
"63839","0.939991"
"64354","0.799395"
"159145","0.0957489"
"240930","0.0984455"
"270602","0.0473234"
"186573","0.149428"
"96834","0.15412599999999999"
"63630","0.793131"
"154719","0.0901966"
"270793","0.046506599999999995"
"64362","0.8749620000000001"
"247986","0.171544"
"270569","0.032306"
"164039","0.12176300000000001"
"322286","0.886922"
"207466","0.142464"
"189573","0.2107"
"119262","0.215798"
"199131","0.121004"
"9978","0.114541"
"157301","0.743962"
"200542","0.0179173"
"248645","0.0758494"
"247994","0.174304"
"124401","0.234692"
"111427","0.0838213"
"240988","0.0772106"
