"id","MQScore"
"301992","0.283288"
"297205","0.776261"
"181518","0.744989"
"282381","0.11732100000000001"
"186814","0.101115"
"60656","0.08691130000000001"
"302070","0.188909"
"33961","0.146611"
"167655","0.80609"
"297609","0.87454"
"297551","0.193745"
"280843","0.0608599"
"140226","0.08912869999999999"
"248636","0.159028"
"159232","0.07714460000000001"
"45504","0.0124774"
"278036","0.745055"
"201308","0.308116"
"163296","0.044654400000000004"
"302113","0.29634499999999997"
"181925","0.0823922"
"304115","0.9128139999999999"
"290679","0.9014639999999999"
"118564","0.05870650000000001"
"304131","0.889739"
"297182","0.8668049999999999"
"274966","0.0179292"
"293067","0.075964"
"297596","0.876765"
"298266","0.880308"
"241058","0.679013"
"288145","0.144867"
"246016","0.021384599999999997"
"63607","0.691268"
"301984","0.297655"
"174538","0.21622800000000003"
"227974","0.173004"
"181517","0.799732"
"181515","0.721566"
"301982","0.301188"
"96792","0.148878"
"301948","0.328233"
"297238","0.808875"
"298448","0.15732000000000002"
"291639","0.902281"
"246017","0.479993"
"292032","0.8682709999999999"
"152451","0.0107929"
"290721","0.90055"
"189631","0.035958699999999996"
"181518","0.744989"
"201772","0.277419"
"297613","0.8501549999999999"
"226454","0.722216"
"278036","0.745055"
"314438","0.118523"
"298448","0.15732000000000002"
"201308","0.308116"
"290679","0.9014639999999999"
"302113","0.29634499999999997"
"222998","0.013862399999999999"
"167655","0.80609"
"223053","0.039289300000000006"
"301984","0.297655"
"301948","0.328233"
"223634","0.022246099999999998"
"292032","0.8682709999999999"
"298266","0.880308"
"321870","0.202964"
"297182","0.8668049999999999"
"63817","0.956269"
"297238","0.808875"
"118562","0.0129219"
"212642","0.06474690000000001"
"198915","0.12478"
"301056","0.107419"
"301992","0.283288"
"283664","0.154443"
"297551","0.193745"
"63607","0.691268"
"314437","0.0895066"
"118890","0.326802"
"140226","0.08912869999999999"
"273092","0.542903"
"223633","0.0313655"
"291639","0.902281"
"181517","0.799732"
"274966","0.0179292"
"164851","0.16986700000000002"
"227974","0.173004"
"223632","0.018853099999999998"
"297609","0.87454"
"297596","0.876765"
"181515","0.721566"
"61666","0.0685263"
"81519","0.0724879"
"278043","0.68019"
"283650","0.026974400000000003"
"290721","0.90055"
"241058","0.679013"
"81522","0.03595159999999999"
"98259","0.816497"
"498","0.046585699999999994"
"301992","0.283288"
"144101","0.0923202"
"293067","0.075964"
"302113","0.29634499999999997"
"164039","0.12176300000000001"
"61666","0.0685263"
"304123","0.880699"
"221970","0.107154"
"119054","0.123384"
"189337","0.15251900000000002"
"226459","0.5383640000000001"
"304131","0.889739"
"637","0.347531"
"311590","0.31754499999999997"
"174538","0.21622800000000003"
"304128","0.870447"
"2379","0.719827"
"82796","0.0975946"
"200536","0.11048599999999999"
"186707","0.0588031"
"248415","0.055859000000000006"
"181515","0.721566"
"297613","0.8501549999999999"
"297205","0.776261"
"304115","0.9128139999999999"
"163296","0.044654400000000004"
"19586","0.07589"
"248636","0.159028"
"226464","0.621314"
"58850","0.107323"
"82818","0.033034"
"226454","0.722216"
"290679","0.9014639999999999"
"200544","0.251899"
"181517","0.799732"
"301982","0.301188"
"278043","0.68019"
"301948","0.328233"
"311689","0.331287"
"311617","0.287552"
"81728","0.7913979999999999"
"111435","0.0242385"
"119079","0.057844900000000005"
"19603","0.0774242"
"288145","0.144867"
"489","0.0577576"
"301984","0.297655"
"201308","0.308116"
"226463","0.38417199999999996"
"174847","0.0130364"
"140226","0.08912869999999999"
"164058","0.42213500000000004"
"163496","0.130248"
"167655","0.80609"
"199131","0.121004"
"305397","0.847981"
"297238","0.808875"
"11390","0.10580899999999999"
"311588","0.304017"
"277912","0.41448"
"248255","0.0551377"
"226486","0.580634"
"280843","0.0608599"
"302070","0.188909"
"297182","0.8668049999999999"
"189631","0.035958699999999996"
"298266","0.880308"
"257078","0.0828557"
"19843","0.0708795"
"8982","0.019122200000000002"
"92869","0.0253429"
"311693","0.31414899999999996"
"290721","0.90055"
"291639","0.902281"
